1974 336.5
1974.08 336
1974.17 336.7
1974.25 337.1
1974.33 336.9
1974.42 335.9
1974.5 328.7
1974.58 323.5
1974.67 324.2
1974.75 328.8
1974.83 332
1974.92 335.2
1975 336.8
1975.08 336.6
1975.17 337.1
1975.25 337.7
1975.33 337.9
1975.42 335.4
1975.5 330.1
1975.58 324.4
1975.67 324.6
1975.75 329.2
1975.83 334.3
1975.92 336.5
1976 337
1976.08 336.7
1976.17 337.7
1976.25 338
1976.33 337.8
1976.42 336.8
1976.5 331.0
1976.58 323.5
1976.67 325.1
1976.75 329.8
1976.83 334.1
1976.92 336.6
1977 336.8
1977.08 336.9
1977.17 338.2
1977.25 339.2
1977.33 339.4
1977.42 337.7
1977.5 330.1
1977.58 325.4
1977.67 326.8
1977.75 332
1977.83 334.7
1977.92 338.8
1978 339.1
1978.08 340.2
1978.17 341.5
1978.25 341.0
1978.33 340.8
1978.42 339.4
1978.5 332.6
1978.58 327.7
1978.67 327.4
1978.75 332.1
1978.83 338.8
1978.92 339.4
1979 340.1
1979.08 341.3
1979.17 342.5
1979.25 342.4
1979.33 342.9
1979.42 342
1979.5 333.6
1979.58 327.7
1979.67 329.3
1979.75 333.1
1979.83 338.1
1979.92 341.5
1980 341.9
1980.08 342.4
1980.17 343.4
1980.25 343.3
1980.33 343.3
1980.42 342.6
1980.5 337.3
1980.58 331.8
1980.67 331.4
1980.75 337.9
1980.83 340.5
1980.92 342.6
1981 344.3
1981.08 345.5
1981.17 344.6
1981.25 345.8
1981.33 346.8
1981.42 344.4
1981.5 338.2
1981.58 331.8
1981.67 333.3
1981.75 338.8
1981.83 342.2
1981.92 344.9
1982 345.8
1982.08 347.2
1982.17 348.3
1982.25 348.4
1982.33 348
1982.42 345.7
1982.5 339.2
1982.58 333.2
1982.67 333.2
1982.75 337.9
1982.83 342.1
1982.92 344.5
1983 347.5
1983.08 347
1983.17 348.1
1983.25 348.1
1983.33 348.3
1983.42 347
1983.5 340.4
1983.58 333.8
1983.67 335.5
1983.75 340.6
1983.83 346.5
1983.92 346.8
1984 351
1984.08 350.7
1984.17 350
1984.25 349.8
1984.33 350.7
1984.42 348.3
1984.5 341.3
1984.58 335.9
1984.67 338.3
1984.75 342.2
1984.83 345
1984.92 348.5
1985 349.8
1985.08 349.5
1985.17 350.5
1985.25 351.4
1985.33 352.5
1985.42 349.9
1985.5 343.4
1985.58 337.4
1985.67 338.2
1985.75 344.3
1985.83 347.7
1985.92 349.7
